week,observed,trend,seasonal,residual,residual_z,residual_anomaly
2026-04-13,9454.0,10879.75474882545,-990.6596410736856,-435.09510775176386,-0.3145724255900366,False
2026-04-20,9041.0,10850.988589990258,-2124.341903165452,314.35331317519376,-0.05984825550607204,False
2026-04-27,7045.0,10822.142487930038,-3471.581405620069,-305.5610823099687,-0.27054611743198365,False
2026-05-04,7367.0,10793.214227473047,-3611.4317454839684,185.2175180109225,-0.10373921228554832,False
2026-05-11,7591.0,10764.201875737415,-2549.18093850888,-624.0209372285353,-0.3787849501309155,False
2026-05-18,17358.0,10735.103602104798,6921.098926388702,-298.2025284935007,-0.268045076050644,False
2026-05-25,10858.0,10705.918379711606,171.33925155149885,-19.257631263104486,-0.17323667368149082,False
2026-06-01,11880.0,10676.6457754638,1399.336707549428,-195.98248301322747,-0.23330230320084247,False
2026-06-08,9574.0,10647.285560451583,-800.5930702267856,-272.69249022479744,-0.25937466839434586,False
2026-06-15,10296.0,10617.837874943156,-64.82359133527143,-257.01428360788486,-0.2540459252048433,False
2026-06-22,12551.0,10588.303376114112,1812.9345678760244,149.76205600986395,-0.11578989233367319,False
2026-06-29,7899.0,10558.683093126832,-2213.3176093454044,-446.36548378142834,-0.3184030256694119,False
2026-07-06,5392.0,10528.978052551925,-4791.560988568021,-345.4170639839049,-0.28409245574065367,False
